TWNRNGSEC,avg_d_mbps,avg_u_mbps,avg_lat_ms,cluster_labels
42N05E16,93.007,24.994,47.0,1
42N05E19,62.54199999999999,6.383,84.0,0
42N05E20,37.18238461538462,19.60323076923076,120.96153846153847,1
42N05E21,47.733666666666664,67.678,34.666666666666664,1
42N05E22,44.964,44.33975,35.75,1
42N05E23,44.60483333333334,7.484000000000001,180.125,0
42N05E24,22.301958762886603,2.939721649484535,58.48453608247423,0
42N05E25,16.75426530612245,4.644163265306123,71.85714285714286,0
42N05E26,48.49206451612903,9.539354838709677,83.58064516129032,0
42N05E27,25.670777777777783,11.517555555555553,120.0,0
42N05E28,24.61939285714286,4.5971071428571415,65.03571428571429,0
42N05E29,25.187,3.841827586206898,112.72413793103448,0
42N05E30,73.3245882352941,10.137705882352941,65.11764705882354,1
42N05E31,10.861749999999999,1.618083333333333,36.833333333333336,0
42N05E32,23.699611111111107,3.0784305555555553,40.388888888888886,0
42N05E33,19.152366666666673,2.6358499999999982,50.483333333333334,0
42N05E34,7.400999999999999,1.2708333333333335,132.375,0
42N05E35,38.52166666666667,6.1723333333333334,54.0,0
42N05E36,18.722619047619045,4.785190476190476,74.19047619047619,0
42N05W07,28.228,12.29,17.0,0
42N05W25,42.039,4.108,736.0,2
42N05W26,21.1048,3.1287999999999996,655.6,2
42N05W29,15.134,4.27,713.0,2
42N05W30,15.134,4.27,713.0,2
42N05W31,96.3442857142857,8.486142857142857,328.0,1
42N05W32,158.96949999999998,11.2425,56.0,1
42N05W34,183.086,19.318,54.0,1
42N05W35,16.144,3.8075,680.0,2
42N05W36,78.28810714285714,7.915357142857144,299.67857142857144,1
42N06E03,145.94279999999998,10.8188,53.0,1
42N06E07,6.498571428571429,0.8745714285714286,37.142857142857146,0
42N06E08,9.616333333333333,1.2738333333333332,40.916666666666664,0
42N06E09,11.145857142857142,2.4114285714285715,38.714285714285715,0
42N06E10,52.85883333333333,4.8405,47.75,0
42N06E15,21.115916666666664,3.278416666666667,94.66666666666667,0
42N06E16,35.866608695652175,40.09715217391306,63.93478260869565,1
42N06E17,34.914657894736834,4.429815789473685,69.8157894736842,0
42N06E18,35.63727272727273,2.938272727272728,45.36363636363637,0
42N06E19,21.623785714285724,3.3213214285714288,36.392857142857146,0
42N06E20,4.033666666666666,1.188,35.0,0
42N06E22,36.037499999999994,3.716,169.75,0
42N06E28,6.482,1.097,17.0,0
42N06E29,6.482,1.097,17.0,0
42N06E30,14.737837209302322,3.727069767441861,48.41860465116279,0
42N06E31,24.30082926829268,5.360219512195122,55.24390243902439,0
42N06E32,92.00945454545453,12.745454545454548,48.90909090909091,1
42N06E33,63.47531578947368,8.630684210526317,46.94736842105263,1
42N06E34,10.312,1.116,37.0,0
42N06W15,18.442,3.7590000000000003,698.6666666666666,2
42N06W22,56.015750000000004,6.30525,235.25,0
42N06W25,6.67775,2.9764999999999997,495.25,2
42N06W26,8.953666666666667,2.808666666666667,447.6666666666667,2
42N07W03,64.5773,9.0393,87.7,1
42N07W04,0.1855,0.16949999999999998,187.0,0
42N07W06,9.468,3.65,62.5,0
42N07W10,75.44883333333333,11.70725,59.083333333333336,1
42N07W11,0.102,0.098,49.0,0
42N08W01,17.791999999999998,4.0685,58.5,0
42N08W02,40.06822222222221,7.306555555555556,259.1111111111111,0
42N10W04,26.97142857142857,3.5937142857142854,411.2857142857143,2
42N10W05,73.79249999999999,5.761,62.0,0
42N10W08,72.208,3.388,52.0,0
42N10W09,72.208,3.388,52.0,0
42N11W04,3.068,1.704,54.0,0
42N11W05,3.068,1.704,54.0,0
42N11W08,3.068,1.704,54.0,0
42N11W09,32.7705,11.996500000000001,60.5,0
42N11W16,40.123999999999995,12.540500000000002,46.5,1
42N11W21,17.775,2.792,26.0,0
42N12W03,40.2695,4.3105,665.0,2
42N12W28,13.532,1.014,42.0,0
43N01E01,22.54842857142857,1.2504285714285714,56.714285714285715,0
43N01E02,33.91654545454546,2.758272727272727,53.81818181818182,0
43N01E04,6.723599999999999,0.7614,56.2,0
43N01E06,54.20335897435898,8.622807692307697,43.14102564102564,0
43N01E08,185.812,15.534,46.0,1
43N01E09,0.291,2.867,634.0,2
43N01E11,3.6010000000000004,0.445,69.33333333333333,0
43N01E12,56.95708333333332,5.37225,60.0,0
43N01E13,47.209333333333326,3.0926666666666662,59.333333333333336,0
43N01E16,0.291,2.867,634.0,2
43N01E17,185.812,15.534,46.0,1
43N01E19,7.8134999999999994,0.47,54.5,0
43N01E22,50.809999999999995,6.107000000000001,338.75,0
43N01E27,50.809999999999995,6.107000000000001,338.75,0
43N01E30,80.027375,6.102,49.625,1
43N01E31,70.79672727272727,6.913181818181817,57.0,1
43N01E36,22.063,7.473,38.0,0
43N01W01,48.167820000000034,6.814720000000005,44.66,0
43N01W02,45.13933333333333,5.53875,67.33333333333333,0
43N01W03,2.603,0.472,357.0,2
43N01W05,0.883,0.437,25.0,0
43N01W06,0.883,0.437,25.0,0
43N01W09,9.353,4.027,617.0,2
43N01W11,62.813571428571436,7.677428571428571,153.28571428571428,0
43N01W12,0.857,0.305,561.0,2
43N01W13,24.2305,0.877,312.5,0
43N01W14,24.2305,0.877,312.5,0
43N01W16,9.353,4.027,617.0,2
43N01W19,20.194,2.458,139.0,0
43N01W24,7.234200000000001,0.6083000000000001,53.7,0
43N01W25,65.20858823529412,6.805588235294117,52.38235294117647,0
43N01W26,58.66673333333334,9.9764,50.53333333333333,1
43N01W27,82.428,18.145333333333333,46.333333333333336,1
43N01W28,64.70899999999999,6.2768,57.0,0
43N01W29,32.32,4.033,56.0,0
43N01W32,1.75,0.46449999999999997,139.5,0
43N01W33,59.62460000000001,6.820400000000001,107.4,0
43N01W34,50.1115,15.743333333333334,45.0,1
43N01W35,77.90870000000001,14.4666,44.8,1
43N01W36,65.4906,6.942066666666666,56.63333333333333,0
43N02E06,4.184,0.565,43.0,0
43N02E19,22.73675,1.8732499999999999,39.0,0
43N02E29,8.871,0.867,51.0,0
43N02E30,19.9636,1.672,41.4,0
43N02E31,1.9598,0.3903,94.2,0
43N02E32,3.7293333333333334,0.582,51.333333333333336,0
43N02E36,15.967666666666666,1.2696666666666667,629.6666666666666,2
43N02W06,0.297,0.334,73.0,0
43N02W11,90.1115,14.0275,53.0,1
43N02W14,90.1115,14.0275,53.0,1
43N02W23,21.32,3.547,666.0,2
43N02W24,20.194,2.458,139.0,0
43N03E04,3.289,3.964,758.0,2
43N03E05,20.38028125,1.7616562500000001,141.09375,0
43N03E07,11.851,5.111,598.0,2
43N03E08,30.919666666666668,3.905,228.66666666666666,0
43N03E09,3.289,3.964,758.0,2
43N03E11,2.752,3.251,203.0,0
43N03E14,31.972,3.2925000000000004,695.0,2
43N03E15,25.776,2.6620000000000004,594.6,2
43N03E16,40.245000000000005,5.433000000000001,115.5,0
43N03E17,20.680500000000002,1.2645,44.0,0
43N03E18,20.680500000000002,1.2645,44.0,0
43N03E21,19.75264285714286,2.648142857142857,237.92857142857142,0
43N03E23,66.136,9.388,57.0,1
43N03E26,64.941,10.247,60.0,1
43N03E28,6.317666666666667,1.1486666666666665,468.6666666666667,2
43N03E29,6.342499999999999,0.9430000000000001,374.5,2
43N03E31,3.486,0.403,202.0,0
43N03E32,3.486,0.403,202.0,0
43N03E35,64.941,10.247,60.0,1
43N03W01,4.3503750000000005,0.7205,64.75,0
43N03W27,84.469,12.787,41.0,1
43N04W10,11.369,2.779,761.0,2
43N05E28,7.618,2.939,71.0,0
43N05W28,15.553,4.718,677.0,2
43N05W30,193.725,13.933,69.0,1
43N06E23,17.564,3.897,637.0,2
43N06E24,17.564,3.897,637.0,2
43N06E25,17.564,3.897,637.0,2
43N06E26,17.564,3.897,637.0,2
43N06E30,36.457,1.747,853.0,2
43N06E33,111.294,15.783,52.0,1
43N07W06,0.209,0.198,132.0,0
43N07W08,48.290499999999994,3.432,675.0,2
43N07W09,39.818666666666665,2.449333333333333,661.6666666666666,2
43N08W01,0.209,0.198,132.0,0
43N08W04,3.3349999999999995,0.7373333333333334,29.0,0
43N08W05,3.3349999999999995,0.7373333333333334,29.0,0
43N08W19,98.82059999999998,12.1036,57.2,1
43N08W29,110.79199999999999,13.955833333333333,82.5,1
43N08W30,100.50894117647057,12.039117647058825,88.29411764705883,1
43N08W33,31.764,6.717499999999999,70.0,0
43N08W34,2.555,0.37,85.0,0
43N08W35,49.52057142857142,8.67957142857143,316.2857142857143,0
43N09W01,5.255000000000001,1.8094999999999999,383.0,2
43N09W02,5.102,2.109,741.0,2
43N09W11,5.102,2.109,741.0,2
43N09W12,5.102,2.109,741.0,2
43N09W18,2.42,0.4125,51.0,0
43N09W19,62.5418888888889,6.869666666666667,108.11111111111111,0
43N09W21,22.957,2.463,45.5,0
43N09W22,25.111,4.064666666666667,193.5,0
43N09W24,98.82059999999998,12.1036,57.2,1
43N09W25,81.98222222222222,10.27688888888889,126.44444444444444,1
43N09W27,24.705599999999997,4.6044,215.0,0
43N09W28,56.7257,7.820859999999997,56.34,0
43N09W29,42.40972413793105,7.83351724137931,41.86206896551724,0
43N09W30,39.28713043478262,7.252869565217392,66.21739130434783,0
43N09W33,132.12,15.088,40.0,1
43N09W36,16.476,5.034,678.0,2
43N10W01,47.13911538461538,6.158557692307692,38.23076923076923,0
43N10W02,5.334,4.155,39.0,0
43N10W03,91.241,8.893,49.0,1
43N10W04,27.547250000000002,21.923375,48.625,1
43N10W07,229.907,12.03,47.0,1
43N10W09,2.432,0.3947142857142857,63.285714285714285,0
43N10W10,2.8655,0.4305,209.5,0
43N10W11,77.00427777777777,10.49397222222222,46.80555555555556,1
43N10W12,59.13376666666667,8.239166666666668,37.96666666666667,0
43N10W13,2.42,0.4125,51.0,0
43N10W14,17.1415,2.245,49.0,0
43N10W15,26.0555,2.6,81.0,0
43N10W16,65.469075,8.033525000000001,46.15,1
43N10W17,71.37120000000002,8.344774999999998,118.55,1
43N10W19,165.718,25.318,46.0,1
43N10W20,83.44125,9.698799999999997,41.85,1
43N10W21,62.47684615384616,8.379538461538461,45.07692307692308,1
43N10W22,36.65275,4.8865,41.0,0
43N10W23,15.2875,2.094,28.75,0
43N10W24,46.22250000000001,5.0943000000000005,34.7,0
43N10W25,60.855818181818194,9.023227272727274,37.31818181818182,1
43N10W26,35.53720833333334,5.724916666666666,43.791666666666664,0
43N10W27,8.391,5.912,68.0,0
43N10W33,8.243,2.7268,551.0,2
43N10W34,2.666,0.445,48.0,0
43N10W35,25.437571428571427,3.6209999999999996,48.285714285714285,0
43N11W07,9.279,5.048,598.0,2
43N11W18,9.766,2.148,611.0,2
43N11W20,81.1176,6.464999999999999,436.8,2
43N11W21,81.1176,6.464999999999999,436.8,2
43N11W24,165.718,25.318,46.0,1
43N11W28,44.748642857142855,4.5725,188.42857142857142,0
43N11W29,71.374375,7.488999999999999,293.875,1
43N12W01,14.565400000000002,3.7306,713.2,2
43N12W02,20.634625,4.6046249999999995,642.0,2
43N12W03,21.381,7.480222222222222,576.5555555555555,2
43N12W10,194.65766666666664,9.855666666666666,62.0,1
43N12W12,9.279,5.048,598.0,2
43N12W13,9.766,2.148,611.0,2
43N12W14,75.467,8.409,47.0,1
43N12W15,224.73139999999998,11.9406,58.4,1
43N12W16,21.408,2.021,14.0,0
43N12W17,21.408,2.021,14.0,0
43N12W21,24.362499999999997,2.80925,659.75,2
43N12W23,40.406,5.12,129.0,0
43N12W24,153.77125,15.39575,56.375,1
43N12W25,153.77125,15.39575,56.375,1
43N12W26,34.8735,3.2815,197.0,0
43N12W28,18.825499999999998,2.2390999999999996,625.9,2
43N12W29,107.108,12.583499999999999,413.5,1
43N12W34,2.72,3.716,698.0,2
43N12W35,5.357,0.354,53.0,0
43N12W36,5.357,0.354,53.0,0
44N01E03,41.91,3.351,730.0,2
44N01E06,47.27358333333334,3.0247500000000005,60.166666666666664,0
44N01E07,15.34976923076923,2.282230769230769,63.30769230769231,0
44N01E10,35.04644444444445,2.9983333333333335,475.22222222222223,2
44N01E15,24.45063157894737,1.9146842105263149,197.89473684210526,0
44N01E16,22.044666666666668,1.207,37.333333333333336,0
44N01E17,15.744799999999998,3.189,48.6,0
44N01E18,16.081899999999997,2.6144,58.1,0
44N01E19,25.509736842105262,3.719210526315789,193.3684210526316,0
44N01E20,9.533727272727273,1.8123636363636366,61.09090909090909,0
44N01E21,24.108000000000004,3.57576923076923,62.38461538461539,0
44N01E22,34.206500000000005,6.3525,53.666666666666664,0
44N01E27,16.569523809523808,3.5943809523809525,113.33333333333333,0
44N01E28,16.72685185185185,3.0833333333333326,104.07407407407408,0
44N01E29,8.411499999999998,1.037,128.2,0
44N01E30,22.731,4.5251,105.1,0
44N01E31,43.62527710843372,7.886421686746988,45.54216867469879,0
44N01E32,15.373999999999999,2.074,372.5,2
44N01E33,6.723599999999999,0.7614,56.2,0
44N01E35,6.658833333333334,0.4818333333333334,53.166666666666664,0
44N01E36,5.566666666666666,0.523,50.666666666666664,0
44N01W01,33.7028888888889,1.9325000000000006,71.61111111111111,0
44N01W02,15.574333333333334,4.581333333333333,300.3333333333333,0
44N01W10,114.401,11.313,19.0,1
44N01W11,14.458466666666668,1.665,260.0,0
44N01W12,24.113605263157893,2.7402631578947365,139.55263157894737,0
44N01W13,44.38504255319148,4.709319148936169,119.70212765957447,0
44N01W14,14.458466666666668,1.665,260.0,0
44N01W19,45.081888888888884,5.145444444444445,195.55555555555554,0
44N01W23,40.869,31.217,74.0,1
44N01W24,32.49091666666667,4.221541666666666,217.91666666666666,0
44N01W25,48.16142857142857,7.447571428571429,79.14285714285714,0
44N01W26,40.869,31.217,74.0,1
44N01W29,115.804,19.219,43.0,1
44N01W30,40.99285714285714,7.051285714285714,366.7142857142857,0
